Kennziffer;Raumeinheit;Aggregat;Zentralörtlicher Status;Zentralörtlicher Status (zusammengefasst);Zentralörtlicher Status (differenziert);Stadt-/Gemeindetyp;Raumtyp nach Lage;Bevölkerung;Fläche;Einwohnerdichte;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte
"09179134";"Maisach";"Gemeinde";"1";"3";"50";"30";"1";"14.001";"53,00";"261,0";"18,0";"1.408,0"
"09179136";"Mammendorf";"Gemeinde";"1";"3";"50";"50";"2";"4.814";"21,00";"226,0";"15,0";"1.495,0"
"09179137";"Mittelstetten";"Gemeinde";"0";"0";"0";"50";"2";"1.673";"18,00";"89,0";"11,0";"816,0"
"09179138";"Moorenweis";"Gemeinde";"0";"0";"0";"50";"2";"4.058";"45,00";"89,0";"8,0";"1.082,0"
"09179140";"Oberschweinbach";"Gemeinde";"0";"0";"0";"50";"2";"1.750";"7,00";"241,0";"11,0";"2.034,0"
"09179142";"Olching, Stadt";"Gemeinde";"1";"3";"50";"20";"1";"27.592";"29,00";"922,0";"30,0";"3.058,0"
"09179145";"Puchheim, Stadt";"Gemeinde";"1";"3";"51";"20";"1";"21.396";"12,00";"1.748,0";"40,0";"4.287,0"
"09179147";"Schöngeising";"Gemeinde";"0";"0";"0";"50";"2";"1.873";"12,00";"145,0";"9,0";"1.547,0"
"09179149";"Türkenfeld";"Gemeinde";"1";"3";"50";"50";"2";"3.762";"15,00";"235,0";"13,0";"1.733,0"
"09180112";"Bad Kohlgrub";"Gemeinde";"1";"3";"50";"50";"3";"2.853";"32,00";"87,0";"5,0";"1.470,0"
"09180113";"Bad Bayersoien";"Gemeinde";"0";"0";"0";"50";"3";"1.195";"17,00";"67,0";"6,0";"1.066,0"
"09180114";"Eschenlohe";"Gemeinde";"0";"0";"0";"50";"3";"1.584";"55,00";"28,0";"3,0";"889,0"
"09180115";"Ettal";"Gemeinde";"0";"0";"0";"50";"4";"761";"14,00";"51,0";"5,0";"905,0"
"09180116";"Farchant";"Gemeinde";"1";"3";"51";"50";"3";"3.642";"25,00";"141,0";"6,0";"2.290,0"
"09180117";"Garmisch-Partenkirchen, Markt";"Gemeinde";"1";"1";"10";"20";"3";"27.024";"205,00";"131,0";"5,0";"2.502,0"
"09180118";"Grainau";"Gemeinde";"1";"3";"50";"50";"4";"3.506";"49,00";"71,0";"5,0";"1.413,0"
"09180119";"Großweil";"Gemeinde";"0";"0";"0";"50";"3";"1.434";"22,00";"65,0";"9,0";"702,0"
"09180122";"Krün";"Gemeinde";"1";"3";"51";"50";"4";"1.930";"36,00";"53,0";"5,0";"1.037,0"
"09180123";"Mittenwald, Markt";"Gemeinde";"1";"2";"30";"40";"4";"7.387";"132,00";"55,0";"3,0";"1.555,0"
"09180124";"Murnau a.Staffelsee, Markt";"Gemeinde";"1";"2";"30";"30";"3";"12.149";"38,00";"319,0";"15,0";"2.035,0"
"09180125";"Oberammergau";"Gemeinde";"1";"2";"30";"40";"4";"5.458";"30,00";"181,0";"8,0";"2.051,0"
"09180126";"Oberau";"Gemeinde";"1";"3";"51";"50";"3";"3.302";"17,00";"184,0";"10,0";"1.834,0"
"09180127";"Ohlstadt";"Gemeinde";"0";"0";"0";"50";"3";"3.262";"41,00";"79,0";"7,0";"1.109,0"
"09180128";"Riegsee";"Gemeinde";"0";"0";"0";"50";"3";"1.205";"20,00";"58,0";"6,0";"926,0"
"09180129";"Saulgrub";"Gemeinde";"0";"0";"0";"50";"3";"1.642";"35,00";"46,0";"4,0";"1.073,0"
"09180131";"Schwaigen";"Gemeinde";"0";"0";"0";"50";"3";"624";"23,00";"26,0";"2,0";"917,0"
"09180132";"Seehausen a.Staffelsee";"Gemeinde";"0";"0";"0";"50";"3";"2.428";"15,00";"154,0";"10,0";"1.508,0"
"09180133";"Spatzenhausen";"Gemeinde";"0";"0";"0";"50";"3";"744";"7,00";"96,0";"16,0";"585,0"
"09180134";"Uffing a.Staffelsee";"Gemeinde";"0";"0";"0";"50";"3";"2.974";"42,00";"69,0";"5,0";"1.180,0"
"09180135";"Unterammergau";"Gemeinde";"0";"0";"0";"50";"4";"1.540";"29,00";"51,0";"5,0";"1.013,0"
"09180136";"Wallgau";"Gemeinde";"1";"3";"51";"50";"4";"1.511";"33,00";"44,0";"4,0";"938,0"
"09180444";"Gdefr. Geb. (Lkr Garmisch-Partenkirchen)";"Gemeinde";"0";"0";"0";"50";"4";"0";"83,00";"0,0";"0,0";"0,0"
"09181111";"Apfeldorf";"Gemeinde";"0";"0";"0";"50";"3";"1.124";"12,00";"91,0";"8,0";"1.031,0"
"09181113";"Denklingen";"Gemeinde";"0";"0";"0";"50";"3";"2.671";"56,00";"47,0";"6,0";"706,0"
"09181114";"Dießen am Ammersee, Markt";"Gemeinde";"1";"3";"50";"30";"2";"10.476";"82,00";"126,0";"9,0";"1.356,0"
"09181115";"Eching am Ammersee";"Gemeinde";"0";"0";"0";"50";"2";"1.712";"6,00";"274,0";"18,0";"1.450,0"
"09181116";"Egling a.d.Paar";"Gemeinde";"0";"0";"0";"50";"2";"2.308";"20,00";"111,0";"11,0";"969,0"
"09181118";"Eresing";"Gemeinde";"0";"0";"0";"50";"2";"1.851";"14,00";"130,0";"12,0";"1.082,0"
"09181120";"Finning";"Gemeinde";"0";"0";"0";"50";"2";"1.899";"23,00";"81,0";"9,0";"900,0"
"09181121";"Fuchstal";"Gemeinde";"1";"3";"50";"50";"3";"3.825";"39,00";"96,0";"10,0";"889,0"
"09181122";"Geltendorf";"Gemeinde";"1";"3";"50";"40";"2";"5.645";"34,00";"162,0";"13,0";"1.203,0"
"09181123";"Greifenberg";"Gemeinde";"0";"0";"0";"50";"2";"2.286";"8,00";"278,0";"18,0";"1.524,0"
"09181124";"Hofstetten";"Gemeinde";"0";"0";"0";"50";"2";"1.907";"17,00";"112,0";"9,0";"1.135,0"
"09181126";"Hurlach";"Gemeinde";"0";"0";"0";"50";"2";"1.809";"17,00";"105,0";"15,0";"662,0"
"09181127";"Igling";"Gemeinde";"0";"0";"0";"50";"2";"2.524";"26,00";"95,0";"15,0";"627,0"
"09181128";"Kaufering, Markt";"Gemeinde";"1";"3";"50";"30";"2";"10.391";"17,00";"587,0";"22,0";"2.604,0"
"09181129";"Kinsau";"Gemeinde";"0";"0";"0";"50";"3";"1.040";"11,00";"90,0";"9,0";"920,0"
"09181130";"Landsberg am Lech, GKSt";"Gemeinde";"1";"2";"30";"20";"2";"28.865";"57,00";"498,0";"25,0";"1.978,0"
"09181131";"Obermeitingen";"Gemeinde";"0";"0";"0";"50";"2";"1.749";"9,00";"176,0";"27,0";"633,0"
"09181132";"Penzing";"Gemeinde";"0";"0";"0";"50";"2";"3.599";"33,00";"106,0";"18,0";"574,0"
"09181133";"Vilgertshofen";"Gemeinde";"0";"0";"0";"50";"3";"2.640";"27,00";"97,0";"10,0";"929,0"
"09181134";"Prittriching";"Gemeinde";"1";"3";"50";"50";"3";"2.471";"25,00";"97,0";"8,0";"1.093,0"
"09181135";"Reichling";"Gemeinde";"1";"3";"50";"50";"3";"1.679";"23,00";"72,0";"7,0";"999,0"
"09181137";"Rott";"Gemeinde";"0";"0";"0";"50";"3";"1.606";"19,00";"81,0";"9,0";"872,0"
"09181138";"Scheuring";"Gemeinde";"0";"0";"0";"50";"3";"1.953";"21,00";"91,0";"8,0";"1.142,0"
"09181139";"Schondorf am Ammersee";"Gemeinde";"1";"3";"51";"50";"2";"3.938";"6,00";"597,0";"29,0";"2.051,0"
"09181140";"Schwifting";"Gemeinde";"0";"0";"0";"50";"2";"1.028";"11,00";"89,0";"10,0";"893,0"
"09181141";"Pürgen";"Gemeinde";"0";"0";"0";"50";"2";"3.476";"21,00";"158,0";"11,0";"1.379,0"
"09181142";"Thaining";"Gemeinde";"0";"0";"0";"50";"3";"987";"8,00";"113,0";"13,0";"836,0"
"09181143";"Unterdießen";"Gemeinde";"0";"0";"0";"50";"3";"1.454";"12,00";"113,0";"11,0";"995,0"
"09181144";"Utting am Ammersee";"Gemeinde";"1";"3";"51";"50";"2";"4.529";"19,00";"238,0";"17,0";"1.393,0"
"09181145";"Weil";"Gemeinde";"0";"0";"0";"50";"2";"3.826";"44,00";"86,0";"8,0";"976,0"
"09181146";"Windach";"Gemeinde";"0";"0";"0";"50";"2";"3.873";"24,00";"155,0";"11,0";"1.312,0"
"09181444";"Gdefr. Geb. (Lkr Landsberg am Lech)";"Gemeinde";"0";"0";"0";"50";"2";"0";"47,00";"0,0";"0,0";"0,0"
"09182111";"Bad Wiessee";"Gemeinde";"1";"2";"31";"40";"3";"5.016";"32,00";"153,0";"9,0";"1.538,0"
"09182112";"Bayrischzell";"Gemeinde";"1";"3";"50";"50";"3";"1.616";"79,00";"20,0";"2,0";"816,0"
"09182114";"Fischbachau";"Gemeinde";"1";"3";"50";"40";"3";"5.691";"75,00";"75,0";"6,0";"1.229,0"
"09182116";"Gmund a.Tegernsee";"Gemeinde";"1";"2";"31";"40";"2";"6.102";"34,00";"177,0";"11,0";"1.481,0"
"09182119";"Hausham";"Gemeinde";"1";"2";"31";"40";"2";"8.335";"22,00";"373,0";"13,0";"2.688,0"
"09182120";"Holzkirchen, Markt";"Gemeinde";"1";"2";"30";"30";"2";"16.428";"48,00";"340,0";"14,0";"2.387,0"
"09182123";"Irschenberg";"Gemeinde";"0";"0";"0";"50";"2";"3.177";"53,00";"58,0";"6,0";"880,0"
"09182124";"Kreuth";"Gemeinde";"1";"2";"31";"50";"3";"3.562";"122,00";"29,0";"2,0";"1.123,0"
"09182125";"Miesbach, Stadt";"Gemeinde";"1";"2";"31";"30";"2";"11.477";"32,00";"353,0";"14,0";"2.431,0"
"09182127";"Otterfing";"Gemeinde";"0";"0";"0";"50";"2";"4.846";"21,00";"229,0";"13,0";"1.755,0"
"09182129";"Rottach-Egern";"Gemeinde";"1";"2";"31";"40";"3";"5.799";"59,00";"98,0";"6,0";"1.567,0"
"09182131";"Schliersee, Markt";"Gemeinde";"1";"3";"50";"40";"3";"6.857";"79,00";"86,0";"6,0";"1.434,0"
"09182132";"Tegernsee, Stadt";"Gemeinde";"1";"2";"31";"40";"3";"3.687";"22,00";"161,0";"9,0";"1.781,0"
"09182133";"Valley";"Gemeinde";"0";"0";"0";"50";"2";"3.312";"42,00";"78,0";"12,0";"611,0"
"09182134";"Waakirchen";"Gemeinde";"1";"3";"50";"40";"2";"5.787";"42,00";"136,0";"9,0";"1.397,0"
"09182136";"Warngau";"Gemeinde";"0";"0";"0";"50";"2";"3.837";"51,00";"74,0";"7,0";"1.028,0"
"09182137";"Weyarn";"Gemeinde";"0";"0";"0";"50";"2";"3.660";"46,00";"78,0";"8,0";"908,0"
"09183112";"Ampfing";"Gemeinde";"1";"3";"50";"40";"3";"6.489";"31,00";"208,0";"16,0";"1.255,0"
"09183113";"Aschau a.Inn";"Gemeinde";"0";"0";"0";"50";"3";"3.353";"20,00";"161,0";"17,0";"903,0"
"09183114";"Buchbach, Markt";"Gemeinde";"1";"3";"50";"50";"3";"3.168";"28,00";"110,0";"9,0";"1.160,0"
"09183115";"Egglkofen";"Gemeinde";"0";"0";"0";"40";"3";"1.168";"13,00";"83,0";"9,0";"858,0"
"09183116";"Erharting";"Gemeinde";"0";"0";"0";"50";"3";"949";"13,00";"69,0";"12,0";"561,0"
"09183118";"Gars a.Inn, Markt";"Gemeinde";"1";"3";"50";"50";"3";"3.929";"43,00";"90,0";"9,0";"967,0"
"09183119";"Haag i.OB, Markt";"Gemeinde";"1";"3";"50";"40";"3";"6.489";"20,00";"318,0";"18,0";"1.681,0"
"09183120";"Heldenstein";"Gemeinde";"0";"0";"0";"50";"3";"2.585";"19,00";"130,0";"11,0";"1.109,0"
"09183122";"Jettenbach";"Gemeinde";"0";"0";"0";"50";"3";"724";"9,00";"78,0";"10,0";"738,0"
"09183123";"Kirchdorf";"Gemeinde";"0";"0";"0";"50";"3";"1.344";"21,00";"63,0";"8,0";"730,0"
"09183124";"Kraiburg a.Inn, Markt";"Gemeinde";"1";"3";"50";"50";"3";"3.971";"27,00";"144,0";"11,0";"1.210,0"
"09183125";"Lohkirchen";"Gemeinde";"0";"0";"0";"50";"3";"741";"14,00";"49,0";"6,0";"741,0"
"09183126";"Maitenbeth";"Gemeinde";"0";"0";"0";"50";"2";"2.023";"30,00";"65,0";"8,0";"781,0"
"09183127";"Mettenheim";"Gemeinde";"0";"0";"0";"50";"3";"3.544";"27,00";"130,0";"13,0";"968,0"
"09183128";"Mühldorf a.Inn, Stadt";"Gemeinde";"1";"1";"11";"20";"3";"20.123";"29,00";"683,0";"34,0";"2.004,0"
"09183129";"Neumarkt-Sankt Veit, Stadt";"Gemeinde";"1";"3";"50";"40";"3";"6.171";"61,00";"101,0";"9,0";"1.054,0"
"09183130";"Niederbergkirchen";"Gemeinde";"0";"0";"0";"50";"3";"1.204";"24,00";"48,0";"7,0";"680,0"
"09183131";"Niedertaufkirchen";"Gemeinde";"0";"0";"0";"50";"3";"1.353";"26,00";"50,0";"6,0";"755,0"
"09183132";"Oberbergkirchen";"Gemeinde";"0";"0";"0";"50";"3";"1.687";"27,00";"61,0";"7,0";"831,0"
"09183134";"Oberneukirchen";"Gemeinde";"0";"0";"0";"50";"3";"855";"19,00";"43,0";"6,0";"633,0"
"09183135";"Obertaufkirchen";"Gemeinde";"0";"0";"0";"50";"3";"2.567";"31,00";"81,0";"8,0";"936,0"
"09183136";"Polling";"Gemeinde";"0";"0";"0";"50";"3";"3.309";"43,00";"75,0";"9,0";"831,0"
"09183138";"Rattenkirchen";"Gemeinde";"0";"0";"0";"50";"3";"966";"19,00";"48,0";"8,0";"548,0"
"09183139";"Rechtmehring";"Gemeinde";"0";"0";"0";"50";"2";"1.887";"24,00";"77,0";"8,0";"885,0"
"09183140";"Reichertsheim";"Gemeinde";"0";"0";"0";"50";"3";"1.616";"31,00";"51,0";"8,0";"636,0"
"09183143";"Schönberg";"Gemeinde";"0";"0";"0";"50";"3";"1.052";"25,00";"41,0";"7,0";"574,0"
"09183144";"Schwindegg";"Gemeinde";"1";"3";"50";"50";"3";"3.584";"20,00";"172,0";"12,0";"1.378,0"
"09183145";"Taufkirchen";"Gemeinde";"0";"0";"0";"50";"3";"1.396";"25,00";"55,0";"7,0";"723,0"
"09183147";"Unterreit";"Gemeinde";"0";"0";"0";"50";"3";"1.712";"32,00";"53,0";"7,0";"690,0"
"09183148";"Waldkraiburg, Stadt";"Gemeinde";"1";"1";"11";"20";"3";"23.435";"21,00";"1.086,0";"33,0";"3.241,0"
"09183151";"Zangberg";"Gemeinde";"0";"0";"0";"50";"3";"1.092";"9,00";"110,0";"8,0";"1.300,0"
"09183444";"Gdefr. Geb. (Lkr Mühldorf a.Inn)";"Gemeinde";"0";"0";"0";"50";"3";"0";"7,00";"0,0";"3,0";"0,0"
"09184112";"Aschheim";"Gemeinde";"1";"3";"50";"40";"1";"9.019";"28,00";"321,0";"24,0";"1.332,0"
"09184113";"Baierbrunn";"Gemeinde";"0";"0";"0";"50";"1";"3.265";"7,00";"452,0";"20,0";"2.176,0"
"09184114";"Brunnthal";"Gemeinde";"0";"0";"0";"40";"1";"5.513";"37,00";"145,0";"14,0";"968,0"
"09184118";"Feldkirchen";"Gemeinde";"1";"3";"50";"40";"1";"7.435";"6,00";"1.159,0";"49,0";"2.360,0"
"09184119";"Garching b.München, Stadt";"Gemeinde";"1";"3";"50";"30";"1";"17.534";"28,00";"622,0";"30,0";"2.027,0"
"09184120";"Gräfelfing";"Gemeinde";"1";"3";"51";"30";"1";"13.803";"9,00";"1.440,0";"61,0";"2.331,0"
"09184121";"Grasbrunn";"Gemeinde";"1";"3";"51";"40";"1";"6.901";"26,00";"261,0";"15,0";"1.691,0"
"09184122";"Grünwald";"Gemeinde";"1";"3";"50";"30";"1";"11.127";"7,00";"1.458,0";"69,0";"2.111,0"
"09184123";"Haar";"Gemeinde";"1";"3";"50";"20";"1";"21.000";"12,00";"1.627,0";"44,0";"3.645,0"
"09184127";"Höhenkirchen-Siegertsbrunn";"Gemeinde";"1";"3";"50";"30";"1";"10.910";"23,00";"458,0";"13,0";"3.398,0"
"09184129";"Hohenbrunn";"Gemeinde";"1";"3";"51";"40";"1";"8.888";"18,00";"478,0";"21,0";"2.194,0"
"09184130";"Ismaning";"Gemeinde";"1";"3";"50";"30";"1";"17.026";"40,00";"423,0";"17,0";"2.361,0"
"09184131";"Kirchheim b.München";"Gemeinde";"1";"3";"50";"30";"1";"12.856";"15,00";"829,0";"28,0";"2.955,0"
"09184132";"Neuried";"Gemeinde";"0";"0";"0";"40";"1";"8.659";"9,00";"900,0";"20,0";"4.286,0"
"09184134";"Oberhaching";"Gemeinde";"1";"3";"50";"30";"1";"13.504";"33,00";"408,0";"18,0";"2.157,0"
"09184135";"Oberschleißheim";"Gemeinde";"1";"3";"50";"30";"1";"11.657";"30,00";"384,0";"22,0";"1.677,0"
"09184136";"Ottobrunn";"Gemeinde";"1";"3";"51";"20";"1";"21.503";"5,00";"4.111,0";"86,0";"4.736,0"
"09184137";"Aying";"Gemeinde";"0";"0";"0";"40";"2";"5.297";"56,00";"93,0";"7,0";"1.206,0"
"09184138";"Planegg";"Gemeinde";"1";"3";"51";"30";"1";"10.824";"10,00";"1.013,0";"37,0";"2.679,0"
"09184139";"Pullach i.Isartal";"Gemeinde";"1";"3";"50";"40";"1";"8.983";"7,00";"1.213,0";"52,0";"2.309,0"
"09184140";"Putzbrunn";"Gemeinde";"0";"0";"0";"40";"1";"6.737";"11,00";"603,0";"20,0";"2.954,0"
"09184141";"Sauerlach";"Gemeinde";"1";"3";"50";"40";"1";"8.111";"56,00";"142,0";"8,0";"1.599,0"
"09184142";"Schäftlarn";"Gemeinde";"1";"3";"50";"40";"1";"5.747";"16,00";"343,0";"16,0";"2.030,0"
"09184144";"Straßlach-Dingharting";"Gemeinde";"0";"0";"0";"50";"1";"3.172";"28,00";"111,0";"11,0";"944,0"
"09184145";"Taufkirchen";"Gemeinde";"1";"3";"50";"30";"1";"17.970";"22,00";"816,0";"27,0";"3.015,0"
"09184146";"Neubiberg";"Gemeinde";"1";"3";"51";"30";"1";"14.098";"5,00";"2.443,0";"73,0";"3.340,0"
"09184147";"Unterföhring";"Gemeinde";"1";"3";"50";"30";"1";"11.221";"12,00";"877,0";"37,0";"2.308,0"
"09184148";"Unterhaching";"Gemeinde";"1";"3";"50";"20";"1";"24.864";"10,00";"2.397,0";"48,0";"4.952,0"
"09184149";"Unterschleißheim, Stadt";"Gemeinde";"1";"2";"31";"20";"1";"28.809";"14,00";"1.929,0";"50,0";"3.846,0"
"09184444";"Gdefr. Geb. (Lkr München)";"Gemeinde";"0";"0";"0";"50";"1";"0";"70,00";"0,0";"4,0";"0,0"
"09185113";"Aresing";"Gemeinde";"0";"0";"0";"50";"3";"2.787";"29,00";"93,0";"11,0";"824,0"
"09185116";"Berg im Gau";"Gemeinde";"0";"0";"0";"50";"3";"1.281";"22,00";"56,0";"7,0";"771,0"
"09185118";"Bergheim";"Gemeinde";"0";"0";"0";"50";"3";"1.876";"28,00";"64,0";"8,0";"768,0"
"09185123";"Brunnen";"Gemeinde";"0";"0";"0";"50";"3";"1.672";"32,00";"52,0";"9,0";"568,0"
"09185125";"Burgheim, Markt";"Gemeinde";"1";"3";"50";"50";"3";"4.626";"49,00";"93,0";"12,0";"735,0"
"09185127";"Ehekirchen";"Gemeinde";"1";"3";"50";"50";"3";"3.715";"62,00";"59,0";"8,0";"689,0"
"09185131";"Gachenbach";"Gemeinde";"0";"0";"0";"50";"3";"2.481";"30,00";"82,0";"10,0";"770,0"
"09185139";"Karlshuld";"Gemeinde";"1";"3";"50";"40";"3";"5.741";"29,00";"197,0";"14,0";"1.393,0"
"09185140";"Karlskron";"Gemeinde";"0";"0";"0";"50";"2";"4.954";"38,00";"128,0";"11,0";"1.096,0"
"09185143";"Langenmosen";"Gemeinde";"0";"0";"0";"50";"3";"1.594";"23,00";"66,0";"8,0";"797,0"
"09185149";"Neuburg a.d.Donau, GKSt";"Gemeinde";"1";"2";"30";"20";"3";"29.608";"81,00";"364,0";"23,0";"1.571,0"
"09185150";"Oberhausen";"Gemeinde";"0";"0";"0";"50";"3";"2.972";"32,00";"92,0";"10,0";"908,0"
"09185153";"Rennertshofen, Markt";"Gemeinde";"1";"3";"50";"50";"3";"4.873";"93,00";"52,0";"8,0";"637,0"
"09185157";"Rohrenfels";"Gemeinde";"0";"0";"0";"50";"3";"1.530";"17,00";"87,0";"9,0";"927,0"
"09185158";"Schrobenhausen, Stadt";"Gemeinde";"1";"2";"30";"30";"3";"16.979";"75,00";"225,0";"16,0";"1.409,0"
"09185163";"Königsmoos";"Gemeinde";"0";"0";"0";"50";"3";"4.755";"40,00";"116,0";"11,0";"1.001,0"
"09185166";"Waidhofen";"Gemeinde";"0";"0";"0";"50";"3";"2.259";"27,00";"82,0";"9,0";"910,0"
"09185168";"Weichering";"Gemeinde";"0";"0";"0";"50";"3";"2.461";"24,00";"100,0";"15,0";"656,0"
"09186113";"Baar-Ebenhausen";"Gemeinde";"0";"0";"0";"40";"2";"5.342";"14,00";"361,0";"23,0";"1.509,0"
"09186116";"Ernsgaden";"Gemeinde";"0";"0";"0";"30";"2";"1.612";"7,00";"214,0";"35,0";"608,0"
"09186122";"Geisenfeld, Stadt";"Gemeinde";"1";"3";"50";"30";"2";"11.262";"88,00";"127,0";"12,0";"1.049,0"
"09186125";"Gerolsbach";"Gemeinde";"0";"0";"0";"50";"3";"3.534";"58,00";"59,0";"8,0";"687,0"
"09186126";"Hettenshausen";"Gemeinde";"0";"0";"0";"50";"2";"2.157";"18,00";"115,0";"10,0";"1.067,0"
"09186128";"Hohenwart, Markt";"Gemeinde";"1";"3";"50";"50";"3";"4.613";"52,00";"88,0";"10,0";"826,0"
"09186130";"Ilmmünster";"Gemeinde";"0";"0";"0";"50";"2";"2.190";"13,00";"157,0";"10,0";"1.520,0"
"09186132";"Jetzendorf";"Gemeinde";"0";"0";"0";"50";"2";"3.030";"21,00";"139,0";"11,0";"1.241,0"
"09186137";"Manching, Markt";"Gemeinde";"1";"3";"50";"30";"2";"12.438";"35,00";"351,0";"33,0";"1.038,0"
"09186139";"Münchsmünster";"Gemeinde";"1";"3";"51";"50";"3";"3.011";"16,00";"185,0";"26,0";"713,0"
"09186143";"Pfaffenhofen a.d.Ilm, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"25.781";"92,00";"278,0";"14,0";"1.904,0"
"09186144";"Pörnbach";"Gemeinde";"0";"0";"0";"40";"2";"2.184";"22,00";"96,0";"10,0";"949,0"
"09186146";"Reichertshausen";"Gemeinde";"1";"3";"50";"40";"2";"5.041";"23,00";"213,0";"14,0";"1.465,0"
"09186147";"Reichertshofen, Markt";"Gemeinde";"1";"3";"50";"40";"2";"8.180";"36,00";"221,0";"17,0";"1.245,0"
"09186149";"Rohrbach";"Gemeinde";"1";"3";"50";"40";"2";"5.994";"29,00";"202,0";"15,0";"1.286,0"
"09186151";"Scheyern";"Gemeinde";"1";"3";"50";"50";"2";"4.894";"38,00";"127,0";"10,0";"1.238,0"
"09186152";"Schweitenkirchen";"Gemeinde";"1";"3";"50";"40";"2";"5.202";"53,00";"98,0";"11,0";"833,0"
"09186158";"Vohburg a.d.Donau, Stadt";"Gemeinde";"1";"3";"50";"40";"3";"8.310";"45,00";"183,0";"16,0";"1.099,0"
"09186162";"Wolnzach, Markt";"Gemeinde";"1";"3";"50";"30";"2";"11.469";"91,00";"125,0";"11,0";"1.050,0"
"09187113";"Amerang";"Gemeinde";"0";"0";"0";"50";"3";"3.679";"39,00";"92,0";"9,0";"943,0"
"09187114";"Aschau i.Chiemgau";"Gemeinde";"1";"3";"50";"40";"2";"5.765";"79,00";"72,0";"5,0";"1.434,0"
"09187116";"Babensham";"Gemeinde";"0";"0";"0";"50";"3";"3.095";"54,00";"56,0";"7,0";"758,0"
"09187117";"Bad Aibling, Stadt";"Gemeinde";"1";"2";"30";"30";"2";"18.817";"41,00";"454,0";"18,0";"2.482,0"
"09187118";"Bernau a.Chiemsee";"Gemeinde";"1";"3";"50";"40";"2";"6.889";"26,00";"258,0";"15,0";"1.640,0"
"09187120";"Brannenburg";"Gemeinde";"1";"3";"50";"40";"2";"6.117";"33,00";"181,0";"10,0";"1.657,0"
"09187121";"Breitbrunn a.Chiemsee";"Gemeinde";"0";"0";"0";"50";"3";"1.533";"8,00";"188,0";"16,0";"1.161,0"
"09187122";"Bruckmühl, Markt";"Gemeinde";"1";"3";"50";"30";"2";"16.526";"50,00";"329,0";"16,0";"1.948,0"
"09187123";"Chiemsee";"Gemeinde";"0";"0";"0";"50";"3";"231";"2,00";"89,0";"15,0";"563,0"
"09187124";"Edling";"Gemeinde";"0";"0";"0";"50";"3";"4.556";"20,00";"227,0";"15,0";"1.464,0"
"09187125";"Eggstätt";"Gemeinde";"1";"3";"50";"50";"3";"2.935";"24,00";"120,0";"9,0";"1.243,0"
"09187126";"Eiselfing";"Gemeinde";"0";"0";"0";"50";"3";"2.994";"34,00";"85,0";"9,0";"891,0"
"09187128";"Bad Endorf, Markt";"Gemeinde";"1";"3";"50";"40";"3";"8.320";"40,00";"207,0";"10,0";"1.930,0"
"09187129";"Bad Feilnbach";"Gemeinde";"1";"3";"50";"40";"2";"8.241";"57,00";"143,0";"12,0";"1.160,0"
"09187130";"Feldkirchen-Westerham";"Gemeinde";"1";"3";"50";"30";"2";"10.770";"53,00";"202,0";"12,0";"1.579,0"
"09187131";"Flintsbach a.Inn";"Gemeinde";"0";"0";"0";"50";"2";"3.046";"31,00";"97,0";"9,0";"985,0"
"09187132";"Frasdorf";"Gemeinde";"0";"0";"0";"50";"2";"3.099";"32,00";"94,0";"8,0";"1.131,0"
"09187134";"Griesstätt";"Gemeinde";"0";"0";"0";"50";"3";"2.836";"29,00";"96,0";"9,0";"1.046,0"
"09187137";"Großkarolinenfeld";"Gemeinde";"0";"0";"0";"40";"2";"7.326";"29,00";"252,0";"12,0";"2.029,0"
"09187138";"Gstadt a.Chiemsee";"Gemeinde";"0";"0";"0";"50";"3";"1.195";"10,00";"111,0";"12,0";"919,0"
"09187139";"Halfing";"Gemeinde";"0";"0";"0";"50";"3";"2.859";"22,00";"125,0";"9,0";"1.367,0"
"09187142";"Schechen";"Gemeinde";"0";"0";"0";"50";"3";"4.906";"31,00";"155,0";"12,0";"1.235,0"
"09187145";"Höslwang";"Gemeinde";"0";"0";"0";"50";"3";"1.301";"16,00";"80,0";"11,0";"699,0"
"09187148";"Kiefersfelden";"Gemeinde";"1";"3";"51";"40";"2";"6.825";"36,00";"185,0";"9,0";"1.938,0"
"09187150";"Kolbermoor, Stadt";"Gemeinde";"1";"3";"50";"30";"2";"18.483";"19,00";"932,0";"28,0";"3.265,0"
"09187154";"Neubeuern, Markt";"Gemeinde";"0";"0";"0";"50";"2";"4.375";"15,00";"285,0";"14,0";"1.944,0"
"09187156";"Nußdorf a.Inn";"Gemeinde";"0";"0";"0";"50";"2";"2.682";"28,00";"93,0";"7,0";"1.192,0"
"09187157";"Oberaudorf";"Gemeinde";"1";"3";"51";"40";"2";"5.178";"59,00";"87,0";"6,0";"1.281,0"
"09187159";"Pfaffing";"Gemeinde";"0";"0";"0";"50";"3";"4.144";"35,00";"117,0";"11,0";"1.036,0"
"09187162";"Prien a.Chiemsee, Markt";"Gemeinde";"1";"2";"30";"30";"2";"10.773";"20,00";"520,0";"24,0";"2.087,0"
"09187163";"Prutting";"Gemeinde";"0";"0";"0";"50";"2";"2.786";"16,00";"171,0";"13,0";"1.260,0"
"09187164";"Ramerberg";"Gemeinde";"0";"0";"0";"50";"3";"1.334";"8,00";"164,0";"14,0";"1.160,0"
